FG%,3PA,2P%,eFG%,ORB,TRB,BLK,Proximity
0.08528071982073164,-0.19815939885363779,-0.10841116947783933,-0.010704619252949169,1.5895263965032858,1.357904388919428,0.6816682957792481,0
0.8064831148964093,-1.148435446160384,0.33177532280242,0.37707962076001805,5.080025591207448,2.8524650831279477,1.2342406560127583,0
0.8732611144404536,-1.1031842058124437,0.40880795895146543,0.44065080764738973,2.1265262726116183,2.8951668172481906,1.2342406560127583,0
-0.16179787849223176,-0.4696668409412796,0.39780329664445896,-0.4048459779546532,0.24702670623245393,-0.2647615076498217,-0.14719024457101693,0
0.8265165147596226,-0.695923042680981,0.4968452574075168,0.4978648758460235,1.0525265203949532,0.9308870477169938,1.7868130162462683,0
-0.36213187712436457,1.2046290519325114,-0.30099275985045293,-0.24591801073622402,-0.2899731698758789,-0.17935803940933498,0.1290959355457382,1
-0.3420984772611513,1.6118902150639738,-0.2954904286969497,-0.23956089204748685,-0.15572320084879573,-0.00855110292836136,0.1290959355457382,1
-0.6225660753461368,-0.15290815850569744,-0.4825696879160597,-0.31584631631233284,-0.9612230150112949,-0.7771823170927428,-0.14719024457101693,1
0.14538091941037148,1.5213877343680935,0.24924035549987134,0.6377214869982412,-0.4242231389029621,0.034150631191882094,-0.14719024457101693,1
1.674597108968984,-1.0579329654645033,1.1021016842928733,1.2098621689845863,3.4690259628824505,3.194078956089895,2.6156715565965336,0
0.13202531950156263,-0.24341063920157813,0.2767520112673876,0.07829504238937117,-0.4242231389029621,-0.6063753806117691,-0.699762604804527,1
-0.31538727744353356,0.525860446713407,0.524356913175033,-0.18870394253758951,-0.6927230769571285,-0.17935803940933498,0.1290959355457382,1
0.49262651703940125,-0.24341063920157813,2.818829004185885,0.8729348784815164,-1.0954729840383781,-0.5636736464915256,-0.976048784921282,1
-0.3888430769419823,0.706865408105168,0.3923009654909557,-0.28406072286864703,-0.6927230769571285,-0.09395457116884808,0.40538211566249316,1
0.13202531950156263,-0.42441560059333927,-0.03688086448229744,-0.023418856630423503,0.24702670623245393,0.8454835794765069,0.9579544758960031,0
0.8465499146228359,0.48060920636546667,0.7059338412406401,0.5995787748658182,1.5895263965032858,3.5356928290518415,2.8919577367132887,0
0.8064831148964093,-1.0126817251165632,0.5958872181705752,0.4279365702699154,-0.021473231821712423,-0.5209719123712823,-0.14719024457101693,1
0.09863631972954048,1.4761364940201531,0.18321238165783238,0.35800826469380653,0.11277673720537075,0.3757645041538295,1.2342406560127583,0
-0.23525367799068045,1.5666389747160336,-0.30649509100395617,-0.1505612304051665,-0.4242231389029621,0.8881853135967506,-0.14719024457101693,1
0.11199191963834934,1.8381464168036754,0.12818907012279993,0.24358012829653752,0.9182765513678699,0.9308870477169938,0.40538211566249316,1
0.49262651703940125,-0.7411742830289214,0.9865527300693057,1.1399338634084775,-1.0954729840383781,-1.0760944559344467,-0.976048784921282,1
-0.6225660753461368,0.25435300462576516,0.17771005050432914,-0.34127479106728154,-0.5584731079300452,0.034150631191882094,-0.14719024457101693,1
-0.021564079449739187,0.20910176427782484,-0.21845779254790423,0.5677931814221323,-0.8269730459842116,-0.9052875194534729,-0.976048784921282,1
-0.1484422785834229,0.11859928358194416,-0.4825696879160597,0.3834367394487552,-0.8269730459842116,-0.9052875194534729,-0.976048784921282,1
0.1787699191823936,0.2996042449737055,0.37579397203044596,0.8538635224153049,-0.8269730459842116,-0.8625857853332296,-0.976048784921282,1
0.038536120139900654,0.2996042449737055,0.20522170627184536,0.09736639845558268,-0.2899731698758789,0.8027818453562636,0.40538211566249316,1
-1.7310808677772704,-1.1031842058124437,-1.583035918616708,-2.0386254809601034,-0.9612230150112949,-1.2469013924154204,-0.976048784921282,1
1.3874517109295936,-1.0126817251165632,0.8489944512317245,0.9619345401238367,2.395026210665785,2.937868551368434,0.9579544758960031,0
2.1954655054125287,-1.148435446160384,1.4707578715775906,1.6993603080173474,0.38127667525953723,0.3757645041538295,0.6816682957792481,0
0.519337716857019,-0.24341063920157813,0.50234758856102,0.2690086030514862,1.8580263345574524,1.571413059520645,0.1290959355457382,0
0.24554791872643786,-0.19815939885363779,0.2767520112673876,0.04015233025694817,1.8580263345574524,1.656816527761132,0.1290959355457382,0
0.8599055145316448,-0.28866187954951844,0.7499524904686661,0.5550789440446581,1.723776365530369,1.486009591280158,0.1290959355457382,0
0.01850272027668737,2.2454075799351383,-0.1414251563988588,0.18636606009790302,0.7840265823407866,1.443307857159915,0.1290959355457382,1
-0.021564079449739187,2.200156339587198,-0.35601607138548536,0.5042219945347607,0.24702670623245393,0.8881853135967506,1.5105268361295134,1
0.35907051795131273,0.6616141677572278,0.4143102901049681,0.4978648758460235,1.723776365530369,2.0411321348433225,3.720816277063553,0
0.23219231881762903,1.9739001378474967,-0.0203738710217877,0.49150775715728634,-0.2899731698758789,0.4611679723943164,0.1290959355457382,1
-0.1016976789025923,-0.7864255233768617,-0.1304204940918523,-0.28406072286864703,-0.2899731698758789,-0.6063753806117691,-0.4234764246877719,1
-2.846273460162809,-1.148435446160384,-2.683502149317356,-3.1002643019792098,-0.6927230769571285,-0.9906909876939598,-0.976048784921282,1
0.28561471845286407,0.97837285019281,0.20522170627184536,0.4215794515811782,0.38127667525953723,0.9735887818372371,-0.4234764246877719,0
0.4392041174041659,0.028096802886063695,0.30426366703490376,0.2308658909190632,2.395026210665785,1.784921730121862,0.9579544758960031,0
-0.12173107876580558,1.4761364940201531,-0.2514717794689237,-0.13784699302769216,0.11277673720537075,1.058992250077724,-0.4234764246877719,1
0.07860291986632721,1.6118902150639738,0.08967275204827721,0.23722300960780035,-0.2899731698758789,0.6319749088752898,0.1290959355457382,1
