FG%,3PA,2P%,eFG%,ORB,DRB,TRB,BLK,Proximity
0.01603518567115785,-0.09137203792627845,-0.14137373970300623,-0.04755768957027825,1.3290656807786545,0.9629863489759949,1.1570080987820508,0.521034183356852,0
0.710725960636716,-1.0842256316866843,0.28661761398725444,0.3313618917117611,4.537728694104007,1.4370546941803546,2.551180963509049,1.02508783586674,0
0.7750491805409344,-1.036946889126665,0.3615161008830501,0.3934798558563577,1.8227061443671702,2.5958884269021216,2.59101447392982,1.02508783586674,0
-0.2219607279744498,-0.37504449328639444,0.3508163170407936,-0.4326890672667769,0.09496452180736514,-0.5118929472153455,-0.3566652972072613,-0.23504629540797956,0
0.7300229266079815,-0.6114382060864911,0.44711437162110174,0.449386023586494,0.8354252171901388,0.6469407855064219,0.7586729945743371,1.5291414883766274,0
1.546927819391554,-0.9896681465666456,1.03560248294521,1.1451072220059761,3.0568073033384597,2.4378656451673355,2.86984904687522,2.2852219671414593,0
0.061061439604110715,-0.3277657507263751,-0.07182514472833913,-0.05998128239919757,0.09496452180736514,0.8576378278194705,0.6790059737327943,0.7730610096117958,0
0.749319892579247,0.6178091004740115,0.6504102646239757,0.5487747662178486,1.3290656807786545,3.6493736384673645,3.188517130241391,2.5372487933964023,0
0.028899829652001524,1.6579414367944365,0.14217053211679137,0.31272650246838213,-0.02844559408976377,0.3308952220368489,0.2408373591043093,1.02508783586674,0
1.270337973803415,-0.9423894040066264,0.7895074545733105,0.9028471618420493,2.0695263761614284,2.6485626874803843,2.6308479843505914,0.7730610096117958,0
2.048648934644457,-1.0842256316866843,1.3940452416608036,1.6234155459193693,0.2183746377044942,0.22554670088032475,0.2408373591043093,0.521034183356852,0
0.43413611504857696,-0.1386507804862978,0.45246426354222996,0.22576135266594685,1.5758859125729126,1.1736833912890436,1.3561756508859077,0.0169805308469644,0
0.17041091344128195,-0.09137203792627845,0.2331186947759718,0.0021366817453990447,1.5758859125729126,1.1736833912890436,1.4358426717274504,0.0169805308469644,0
0.7621845365600907,-0.18592952304631719,0.6932093999930018,0.505292191316631,1.4524757966757835,1.0683348701325193,1.2765086300443649,0.0169805308469644,0
0.27976038727845287,0.8069240707140888,0.36686599280417775,0.449386023586494,1.4524757966757835,1.7531002576499273,1.7943442655143926,3.293329272161235,0
0.20900484538381262,1.1378752686342242,0.1635700998013044,0.3748444666129787,0.2183746377044942,0.9629863489759949,0.7985065049951083,-0.4870731216629234,0
0.3569482511635149,0.1450216748738182,0.25986815438161315,0.18849057417918888,2.0695263761614284,1.1736833912890436,1.5553432029897645,0.7730610096117958,0
1.2960672617651026,-0.9896681465666456,1.0891014021564926,0.8966353654275896,0.09496452180736514,-0.5118929472153455,-0.3566652972072613,0.7730610096117958,0
0.17041091344128195,1.0905965260742045,0.6022612373338213,0.6730106945070418,-0.5220860576782795,0.5942665249281597,0.2806708695250805,0.7730610096117958,0
-0.09331428816601339,0.7596453281540694,0.08867161290550873,-0.05998128239919757,0.09496452180736514,1.3843804336020922,1.077341077940508,1.5291414883766274,0
-2.8077541681240263,-1.0842256316866843,-2.645123158791031,-3.0664907469976708,0.09496452180736514,-1.4073553770458023,-1.0338349743603747,-0.9911267741728111,0
-0.492118251572167,0.8542028132741079,-0.029026009359313033,0.039407460232157014,-0.8923164053696664,-0.40654442605882124,-0.5956663597318895,-0.4870731216629234,0
-0.5500091494859636,0.9014815558341275,0.13147074827453484,-0.05376948598473791,-0.8923164053696664,-0.5645672077936077,-0.7151668909942037,-0.4870731216629234,0
-0.39563342171583943,0.7596453281540694,-0.26977114581008454,0.18849057417918888,-0.7689062894725374,-0.19584738374577268,-0.4363323180488041,-0.23504629540797956,0
0.311921997230562,-0.9423894040066264,0.14752042403791962,-0.05376948598473791,1.5758859125729126,-0.30119590490229686,0.2806708695250805,0.2690073571019082,0
0.5370532668953264,-0.3277657507263751,0.7146089676775148,0.4431742271720343,0.8354252171901388,-0.35387016548055905,-0.03799721384109038,1.02508783586674,0
1.0066127721961198,-1.0842256316866843,0.5273627504380256,0.6171045267769049,1.0822454489843967,0.12019817972380033,0.4001714007873946,0.7730610096117958,0
0.20257252339339116,-0.09137203792627845,0.2919675059083827,0.3313618917117611,-0.02844559408976377,0.3308952220368489,0.2010038486835377,0.0169805308469644,0
0.11895233751790725,2.13072886239463,0.15822020788017616,0.3624208737840594,-0.15185570998689268,0.38356948261511115,0.2806708695250805,-0.9911267741728111,0
0.7686168585505125,-0.9423894040066264,0.6129610211760779,0.49908039490217126,-0.7689062894725374,-0.8279385106849184,-0.8745009326772892,-0.7390999479178673,0
0.1768432354317038,0.2868579025538761,0.43106469585771695,0.18227877776472923,1.5758859125729126,0.6469407855064219,1.0375075675197367,1.2771146621216838,0
0.9551541962727451,-1.0842256316866843,0.48456361506899953,0.5674101554612275,0.34178475360162297,-0.24852164432403465,-0.07783072426186179,0.521034183356852,0
0.35051592917309304,1.6579414367944365,0.5113130746746408,0.3748444666129787,0.2183746377044942,1.7004259970716653,1.3561756508859077,1.02508783586674,0
1.0066127721961198,-1.0842256316866843,0.5273627504380256,0.6171045267769049,0.09496452180736514,-0.14317312316751046,-0.07783072426186179,0.0169805308469644,0
0.6656997067037631,-1.0842256316866843,0.24381847861822833,0.28787931681054346,-0.3986759417811506,-0.5118929472153455,-0.5159993388903469,-0.23504629540797956,0
1.2960672617651026,-1.0842256316866843,0.7681078868887974,0.8966353654275896,0.8354252171901388,0.4889180037716355,0.6790059737327943,0.2690073571019082,0
0.5370532668953264,-0.3277657507263751,0.6343605888605909,0.41832704151419636,0.09496452180736514,0.17287244030206253,0.1611703382627665,1.02508783586674,0
1.546927819391554,-1.0842256316866843,0.9767536718127997,1.1388954255915165,-0.5220860576782795,-0.19584738374577268,-0.31683178678649004,0.2690073571019082,0
0.8007784685026217,-0.7059956912065297,0.3080171816717675,0.9463297367432669,-0.5220860576782795,-0.6172414683718699,-0.5956663597318895,-0.4870731216629234,0
1.1352592120045566,-1.0842256316866843,0.6397104807817191,0.741340455066098,3.5504477669269754,2.859259729793432,3.3080176615037056,2.2852219671414593,0
0.6528350627229195,-1.0842256316866843,0.2331186947759718,0.27545572398162416,0.2183746377044942,-1.0913098135762291,-0.7550004014149752,-0.7390999479178673,0
0.4084068270868896,-1.0842256316866843,0.029822801773097853,0.039407460232157014,-0.15185570998689268,-1.1439840741544915,-0.9143344430980607,-0.9911267741728111,0
